Date;Close
05/9/2016;47078.69
02/9/2016;46972.62
01/9/2016;46168.9
31/8/2016;46261.02
30/8/2016;46819.15
29/8/2016;46912.46
26/8/2016;46806.74
25/8/2016;46759.58
24/8/2016;46858.57
23/8/2016;46139.33
22/8/2016;45994.96
19/8/2016;45877.01
18/8/2016;46063.63
17/8/2016;45386.78
16/8/2016;45392.84
15/8/2016;45303.88
12/8/2016;45703.18
11/8/2016;45205.64
10/8/2016;45132.06
08/8/2016;45510.65
05/8/2016;45385.74
04/8/2016;45533.22
02/8/2016;45559.57
01/8/2016;46149.8
29/7/2016;45916.48
28/7/2016;46390
27/7/2016;46874.05
26/7/2016;46788.32
25/7/2016;46544.67
22/7/2016;46285.24
21/7/2016;46272.66
20/7/2016;46200.63
19/7/2016;46214.28
18/7/2016;46431.44
15/7/2016;46454.35
14/7/2016;46273.49
13/7/2016;46288.18
12/7/2016;46056.81
11/7/2016;45683.33
08/7/2016;44920.65
07/7/2016;44802.53
06/7/2016;44501.22
05/7/2016;45330.93
04/7/2016;46027.48
01/7/2016;46015.54
30/6/2016;45974.31
29/6/2016;45732.46
28/6/2016;45107.14
27/6/2016;44142.75
24/6/2016;45570.39
23/6/2016;47453.53
22/6/2016;47475.23
21/6/2016;46912.03
20/6/2016;47015.52
17/6/2016;46136.89
15/6/2016;46050.02
14/6/2016;45396.9
13/6/2016;46431.51
10/6/2016;47028.08
09/6/2016;47176.52
08/6/2016;47716.2
07/6/2016;48053.2
06/6/2016;47822.38
03/6/2016;48083.54
02/6/2016;47677.99
01/6/2016;47510.07
31/5/2016;47974.09
30/5/2016;48447.6
27/5/2016;48069.78
26/5/2016;47835.75
25/5/2016;47727.26
24/5/2016;47033.77
23/5/2016;46537.93
20/5/2016;46531.45
19/5/2016;46312.8
18/5/2016;46636.41
17/5/2016;46393.38
16/5/2016;46258.34
13/5/2016;45403.15
12/5/2016;45190.3
11/5/2016;45839.69
10/5/2016;45707.25
09/5/2016;45136.68
06/5/2016;45101.87
05/5/2016;45623.48
04/5/2016;45559.49
03/5/2016;45548.97
29/4/2016;46471
28/4/2016;46793.34
26/4/2016;46695.33
25/4/2016;46582.73
22/4/2016;46505.48
21/4/2016;46845.77
20/4/2016;47271.51
19/4/2016;47025.18
18/4/2016;46879.92
15/4/2016;46763.08
14/4/2016;46551.55
13/4/2016;46617.72
12/4/2016;45751.08
11/4/2016;45206.33
08/4/2016;45252.36
07/4/2016;45024.17
06/4/2016;45084.42
05/4/2016;45112.97
04/4/2016;45772.49
01/4/2016;45485.3
31/3/2016;46139.99
30/3/2016;46422.66
29/3/2016;45819.28
24/3/2016;46349.01
23/3/2016;46613.13
22/3/2016;47319.37
18/3/2016;47812.41
17/3/2016;47169.67
16/3/2016;46825.9
15/3/2016;46393.77
14/3/2016;46555.55
11/3/2016;45761.25
10/3/2016;45548.16
09/3/2016;45617.97
08/3/2016;46229.48
07/3/2016;46601.06
04/3/2016;46224.71
03/3/2016;45946.02
02/3/2016;45266.3
01/3/2016;44620.53
29/2/2016;43802.56
26/2/2016;43857.79
25/2/2016;42742.91
24/2/2016;42452.61
23/2/2016;42949.32
22/2/2016;43694.03
19/2/2016;43474.46
18/2/2016;44461.24
17/2/2016;44591.74
16/2/2016;43951.37
15/2/2016;44379.1
12/2/2016;43119.66
11/2/2016;42054.18
10/2/2016;43007.47
09/2/2016;42975.42
08/2/2016;43998.31
05/2/2016;44453.51
04/2/2016;44292.35
03/2/2016;43447.44
02/2/2016;42972.08
01/2/2016;43881.35
29/1/2016;44065.55
28/1/2016;43746.33
27/1/2016;42938.94
26/1/2016;42625.8
25/1/2016;42413.33
22/1/2016;42952.57
21/1/2016;41543.66
20/1/2016;41610.78
19/1/2016;42872.39
18/1/2016;42093.4
15/1/2016;42105
14/1/2016;42741.46
13/1/2016;43422.42
12/1/2016;43489.37
11/1/2016;43482.54
08/1/2016;43253.3
07/1/2016;43186.36
06/1/2016;44150.46
05/1/2016;44673.09
04/1/2016;44459.75
31/12/2015;45797.3
30/12/2015;45900.83
29/12/2015;45996.54
28/12/2015;46243.42
24/12/2015;46355.04
23/12/2015;45865.58
22/12/2015;44900.59
21/12/2015;44368.53
18/12/2015;43978.57
17/12/2015;44927.07
15/12/2015;43701.61
14/12/2015;43415.47
11/12/2015;43558.35
10/12/2015;44250.7
09/12/2015;44545.49
08/12/2015;44151.26
07/12/2015;44898.68
04/12/2015;44347.44
03/12/2015;45371.37
02/12/2015;46024.24
01/12/2015;46295.25
30/11/2015;46329.56
27/11/2015;46327.67
26/11/2015;46877.4
25/11/2015;46672.23
24/11/2015;46569.63
23/11/2015;46920.95
20/11/2015;46963.11
19/11/2015;46851.6
18/11/2015;46464.28
17/11/2015;46751.1
16/11/2015;46330.67
13/11/2015;45979.37
12/11/2015;46787.5
11/11/2015;47265.83
10/11/2015;47201.94
09/11/2015;47964.96
06/11/2015;47540.77
05/11/2015;48553.57
04/11/2015;49081.01
03/11/2015;48548.21
02/11/2015;48349.52
30/10/2015;48317.45
29/10/2015;47941.01
28/10/2015;48189.15
27/10/2015;48231.26
26/10/2015;48569.26
23/10/2015;48799.45
22/10/2015;47814.72
21/10/2015;47594.59
20/10/2015;47410.34
19/10/2015;47720.17
16/10/2015;47459.95
15/10/2015;47462.98
14/10/2015;47612.14
13/10/2015;47643.86
12/10/2015;47241.76
09/10/2015;47809.88
08/10/2015;47293.81
07/10/2015;47162.94
06/10/2015;46624.38
05/10/2015;46693.26
02/10/2015;45668.35
01/10/2015;45252.77
30/9/2015;44881.18
29/9/2015;44159.46
28/9/2015;44242.32
25/9/2015;44963.24
23/9/2015;45062.05
22/9/2015;44523.72
21/9/2015;45379.92
18/9/2015;45616.07
17/9/2015;46137.53
16/9/2015;45588.01
15/9/2015;43985.37
14/9/2015;43813.06
11/9/2015;43450.42
10/9/2015;44025.81
09/9/2015;44249.39
08/9/2015;44107.18
07/9/2015;43389.01
04/9/2015;43547.16
03/9/2015;44838.96
02/9/2015;43699.53
01/9/2015;42979.77
31/8/2015;44350.11
28/8/2015;44383.74
27/8/2015;43624.98
26/8/2015;42854.06
25/8/2015;43439.05
24/8/2015;42149.24
21/8/2015;43404.56
20/8/2015;44149.39
19/8/2015;44686.47
18/8/2015;45467.35
17/8/2015;45287.52
14/8/2015;45341.19
13/8/2015;45877.71
12/8/2015;44980.35
11/8/2015;46622.58
07/8/2015;46431.99
